"Executed Date","BOROUGH","count"
"07/11/2025","BRONX","9"
"05/16/2017","STATEN ISLAND","11"
"11/21/2024","BROOKLYN","2"
"11/03/2017","MANHATTAN","5"
"03/20/2025","STATEN ISLAND","3"
"05/23/2023","MANHATTAN","15"
"02/10/2020","STATEN ISLAND","2"
"06/12/2019","STATEN ISLAND","6"
"10/07/2019","BROOKLYN","31"
"05/03/2017","QUEENS","22"
"01/16/2019","BROOKLYN","65"
"05/09/2022","MANHATTAN","6"
"06/13/2017","MANHATTAN","25"
"11/09/2022","BRONX","27"
"01/07/2025","MANHATTAN","23"
"04/01/2022","BROOKLYN","7"
"03/05/2024","MANHATTAN","23"
"10/17/2017","STATEN ISLAND","4"
"02/09/2022","QUEENS","1"
"01/28/2025","BROOKLYN","10"
"04/16/2018","BRONX","21"
"02/01/2018","MANHATTAN","13"
"09/30/2022","BROOKLYN","12"
"03/30/2023","STATEN ISLAND","3"
"08/08/2022","BROOKLYN","8"
"09/13/2017","MANHATTAN","6"
"07/23/2025","BROOKLYN","4"
"09/14/2022","BROOKLYN","4"
"11/01/2018","BRONX","38"
"09/16/2019","BRONX","13"
"06/20/2025","BRONX","7"
"11/29/2022","STATEN ISLAND","2"
"10/03/2023","QUEENS","5"
"11/02/2018","STATEN ISLAND","8"
"12/10/2018","BRONX","23"
"03/10/2017","BRONX","31"
"05/23/2025","STATEN ISLAND","1"
"08/06/2019","STATEN ISLAND","3"
"06/20/2023","QUEENS","10"
"09/06/2018","STATEN ISLAND","1"
"02/17/2017","BRONX","42"
"05/09/2025","QUEENS","18"
"04/08/2019","BROOKLYN","22"
"12/12/2022","STATEN ISLAND","2"
"10/05/2017","MANHATTAN","14"
"10/09/2025","MANHATTAN","8"
"10/26/2017","BRONX","29"
"04/24/2019","STATEN ISLAND","6"
"01/04/2022","BROOKLYN","2"
"05/03/2019","QUEENS","13"
"11/29/2023","MANHATTAN","11"
"04/15/2019","STATEN ISLAND","1"
"03/29/2024","BROOKLYN","12"
"02/03/2017","MANHATTAN","8"
"05/05/2025","STATEN ISLAND","2"
"02/13/2025","BROOKLYN","26"
"10/02/2017","MANHATTAN","24"
"04/14/2017","MANHATTAN","7"
"09/16/2022","QUEENS","2"
"08/12/2019","BRONX","17"
"07/27/2022","MANHATTAN","2"
"04/14/2023","MANHATTAN","4"
"11/18/2019","BROOKLYN","21"
"12/16/2024","BRONX","7"
"04/25/2018","STATEN ISLAND","2"
"09/01/2022","QUEENS","2"
"08/21/2019","BROOKLYN","20"
"04/26/2017","MANHATTAN","9"
"02/25/2020","QUEENS","6"
"08/21/2025","MANHATTAN","11"
"06/01/2018","BROOKLYN","61"
"01/06/2020","QUEENS","41"
"10/02/2017","BRONX","21"
"04/28/2025","STATEN ISLAND","1"
"10/02/2018","QUEENS","8"
"02/11/2025","STATEN ISLAND","5"
"06/04/2024","BRONX","30"
"05/30/2024","STATEN ISLAND","3"
"07/11/2017","STATEN ISLAND","5"
"07/28/2017","QUEENS","13"
"05/17/2017","MANHATTAN","7"
"09/17/2018","BRONX","37"
"04/30/2025","BROOKLYN","16"
"09/12/2018","STATEN ISLAND","3"
"07/26/2022","QUEENS","2"
"01/30/2019","QUEENS","24"
"01/15/2025","STATEN ISLAND","3"
"02/02/2022","BRONX","6"
"01/13/2025","BRONX","17"
"08/09/2021","MANHATTAN","1"
"04/22/2024","BRONX","4"
"05/16/2018","STATEN ISLAND","1"
"03/19/2018","BRONX","18"
"02/01/2023","STATEN ISLAND","2"
"02/17/2017","STATEN ISLAND","3"
"06/03/2024","BROOKLYN","29"
"12/03/2024","STATEN ISLAND","2"
"09/15/2017","BROOKLYN","28"
"06/07/2017","STATEN ISLAND","1"
"05/20/2024","QUEENS","32"
"02/03/2025","BRONX","7"
"10/05/2018","BROOKLYN","36"
"04/22/2019","BROOKLYN","21"
"10/29/2019","BROOKLYN","23"
"01/08/2025","MANHATTAN","19"
"10/17/2022","BRONX","9"
"11/14/2017","MANHATTAN","13"
"12/14/2023","STATEN ISLAND","9"
"01/11/2018","STATEN ISLAND","5"
"08/08/2017","STATEN ISLAND","6"
"05/23/2022","QUEENS","2"
"07/03/2017","STATEN ISLAND","4"
"06/03/2019","STATEN ISLAND","2"
"05/29/2019","MANHATTAN","15"
"05/10/2017","BRONX","40"
"03/14/2024","BRONX","25"
"06/20/2019","BROOKLYN","6"
"10/31/2017","BROOKLYN","22"
"11/08/2023","BROOKLYN","19"
"12/13/2017","BROOKLYN","27"
"02/11/2020","STATEN ISLAND","2"
"05/30/2023","QUEENS","10"
"08/12/2022","MANHATTAN","2"
"07/17/2024","STATEN ISLAND","2"
"08/28/2023","BROOKLYN","29"
"02/04/2020","BROOKLYN","3"
"05/11/2018","QUEENS","13"
"07/16/2024","MANHATTAN","16"
"05/14/2019","BRONX","45"
"03/15/2018","MANHATTAN","26"
"04/26/2022","MANHATTAN","1"
"11/29/2021","BROOKLYN","1"
"04/16/2025","QUEENS","6"
"10/27/2023","STATEN ISLAND","1"
"03/08/2024","STATEN ISLAND","7"
"12/15/2017","BROOKLYN","20"
"09/26/2022","MANHATTAN","9"
"09/21/2023","STATEN ISLAND","1"
"03/11/2024","BRONX","2"
"10/13/2022","BRONX","18"
"02/03/2017","QUEENS","15"
"01/19/2018","QUEENS","25"
"07/17/2019","MANHATTAN","2"
"12/13/2019","BRONX","12"
"03/10/2020","STATEN ISLAND","2"
"04/29/2019","MANHATTAN","20"
"10/16/2018","MANHATTAN","30"
"12/12/2023","MANHATTAN","6"
"04/24/2024","BRONX","10"
"02/05/2020","STATEN ISLAND","2"
"10/06/2023","BROOKLYN","25"
"08/21/2024","STATEN ISLAND","8"
"09/04/2025","QUEENS","3"
"07/05/2017","BRONX","9"
"02/07/2025","BRONX","9"
"04/03/2017","QUEENS","20"
"12/09/2019","BROOKLYN","25"
"12/04/2024","BRONX","19"
"03/18/2019","QUEENS","28"
"05/30/2018","BRONX","28"
"07/19/2017","MANHATTAN","3"
"02/06/2023","QUEENS","7"
"06/17/2024","QUEENS","20"
"01/09/2023","STATEN ISLAND","2"
"12/15/2017","BRONX","51"
"07/01/2025","MANHATTAN","17"
"08/31/2017","MANHATTAN","10"
"03/09/2018","MANHATTAN","21"
"03/16/2017","MANHATTAN","20"
"12/11/2019","QUEENS","7"
"05/08/2019","BROOKLYN","21"
"04/28/2017","BRONX","24"
"06/10/2019","STATEN ISLAND","3"
"02/02/2018","QUEENS","35"
"04/01/2024","BROOKLYN","24"
"06/17/2022","BROOKLYN","8"
"11/26/2019","QUEENS","9"
"07/14/2017","STATEN ISLAND","3"
"11/15/2018","STATEN ISLAND","2"
"02/27/2024","MANHATTAN","20"
"10/07/2022","BRONX","5"
"02/15/2017","BROOKLYN","28"
"04/27/2018","QUEENS","45"
"03/28/2017","BRONX","17"
"04/10/2023","MANHATTAN","6"
"04/10/2018","STATEN ISLAND","8"
"03/03/2020","QUEENS","3"
"08/28/2023","MANHATTAN","5"
"09/09/2019","MANHATTAN","8"
"01/08/2019","MANHATTAN","27"
"01/25/2018","BROOKLYN","27"
"06/18/2019","MANHATTAN","23"
"01/13/2020","STATEN ISLAND","1"
"10/15/2024","STATEN ISLAND","3"
"09/13/2024","STATEN ISLAND","1"
"02/21/2018","QUEENS","14"
"06/16/2025","BROOKLYN","34"
"08/07/2019","BRONX","14"
"06/13/2019","BROOKLYN","15"
"06/05/2025","BRONX","53"
"03/28/2022","QUEENS","6"
"10/02/2018","STATEN ISLAND","2"
"06/19/2018","QUEENS","5"
"07/30/2018","BROOKLYN","7"
"01/12/2018","STATEN ISLAND","1"
"05/13/2022","STATEN ISLAND","2"
"12/06/2017","MANHATTAN","10"
"06/26/2018","MANHATTAN","22"
"05/16/2017","BRONX","33"
"12/07/2017","STATEN ISLAND","2"
"10/28/2024","STATEN ISLAND","3"
"09/12/2025","QUEENS","13"
"12/18/2018","QUEENS","6"
"02/27/2017","BRONX","32"
"07/18/2022","QUEENS","10"
"04/30/2018","MANHATTAN","23"
"02/07/2018","STATEN ISLAND","1"
"02/20/2020","BROOKLYN","5"
"08/01/2019","BROOKLYN","12"
"09/03/2021","MANHATTAN","1"
"02/21/2023","STATEN ISLAND","1"
"04/18/2018","MANHATTAN","17"
"11/18/2022","BROOKLYN","18"
"04/03/2024","STATEN ISLAND","10"
"06/02/2023","MANHATTAN","10"
"09/05/2017","STATEN ISLAND","4"
"04/25/2023","BROOKLYN","10"
"11/02/2023","BRONX","29"
"01/13/2020","BRONX","16"
"09/06/2017","QUEENS","13"
"10/02/2018","BRONX","27"
"05/23/2018","BROOKLYN","27"
"01/27/2025","BROOKLYN","20"
"05/15/2023","MANHATTAN","8"
"05/02/2018","BROOKLYN","29"
"09/14/2018","QUEENS","11"
"01/22/2024","STATEN ISLAND","2"
"09/23/2025","BRONX","7"
"01/27/2017","MANHATTAN","10"
"07/31/2019","BROOKLYN","20"
"06/21/2023","BRONX","22"
"11/22/2019","MANHATTAN","11"
"02/24/2022","STATEN ISLAND","2"
"10/29/2019","STATEN ISLAND","1"
"02/20/2020","STATEN ISLAND","2"
"06/29/2018","BROOKLYN","24"
"05/20/2022","MANHATTAN","4"
"04/10/2019","STATEN ISLAND","2"
"06/21/2024","STATEN ISLAND","4"
"01/12/2023","BRONX","26"
"06/26/2025","QUEENS","53"
"09/08/2025","BROOKLYN","45"
"01/03/2024","MANHATTAN","19"
"10/02/2019","QUEENS","8"
"12/13/2024","QUEENS","13"
"07/16/2021","BROOKLYN","1"
"06/21/2023","STATEN ISLAND","6"
"01/08/2019","STATEN ISLAND","5"
"05/20/2022","STATEN ISLAND","2"
"05/08/2019","QUEENS","13"
"02/11/2020","BRONX","41"
"05/08/2024","BROOKLYN","29"
"07/31/2018","BRONX","34"
"01/20/2022","BRONX","1"
"10/05/2017","QUEENS","11"
"04/30/2025","MANHATTAN","7"
"12/12/2022","BROOKLYN","8"
"10/25/2018","BROOKLYN","28"
"09/13/2024","BROOKLYN","7"
"11/23/2020","MANHATTAN","1"
"06/30/2023","QUEENS","7"
"09/10/2018","STATEN ISLAND","2"
"01/23/2024","BRONX","36"
"07/15/2022","BROOKLYN","6"
"09/20/2024","STATEN ISLAND","5"
"05/06/2022","BROOKLYN","10"
"12/23/2022","BROOKLYN","6"
"01/03/2018","STATEN ISLAND","3"
"08/10/2022","QUEENS","9"
"09/18/2023","BRONX","20"
"05/24/2022","MANHATTAN","2"
"01/30/2023","QUEENS","3"
"07/02/2024","BRONX","29"
"05/10/2023","MANHATTAN","3"
"02/04/2022","BROOKLYN","1"
"05/22/2017","MANHATTAN","6"
"06/20/2018","QUEENS","10"
"06/11/2019","QUEENS","8"
"12/01/2022","BROOKLYN","8"
"06/27/2018","BROOKLYN","30"
"04/22/2022","QUEENS","3"
"10/31/2024","BROOKLYN","2"
"06/19/2018","STATEN ISLAND","6"
"07/25/2017","BROOKLYN","14"
"05/10/2024","MANHATTAN","7"
"03/14/2018","BRONX","32"
"11/18/2019","BRONX","23"
"02/08/2018","MANHATTAN","17"
"11/21/2018","STATEN ISLAND","2"
"05/27/2022","BRONX","3"
"07/06/2023","QUEENS","4"
"06/10/2025","BRONX","10"
"01/23/2025","BROOKLYN","14"
"04/20/2023","BRONX","21"
"05/30/2025","QUEENS","12"
"09/14/2017","BROOKLYN","21"
"11/23/2022","QUEENS","8"
"02/26/2025","BRONX","67"
"06/17/2019","QUEENS","28"
"03/12/2018","STATEN ISLAND","3"
"03/25/2025","BRONX","8"
"02/27/2024","BROOKLYN","15"
"12/28/2018","QUEENS","3"
"01/10/2025","QUEENS","14"
"03/07/2017","STATEN ISLAND","10"
"03/21/2018","BROOKLYN","25"
"10/19/2023","STATEN ISLAND","1"
"09/11/2024","BRONX","10"
"01/19/2017","STATEN ISLAND","1"
"03/07/2024","STATEN ISLAND","5"
"08/29/2023","BROOKLYN","6"
"11/21/2024","MANHATTAN","33"
"07/23/2018","BROOKLYN","46"
"12/05/2019","BROOKLYN","7"
"05/06/2024","BRONX","4"
"04/11/2024","BROOKLYN","8"
"12/16/2021","BROOKLYN","2"
"04/05/2018","MANHATTAN","10"
"09/25/2017","MANHATTAN","25"
"09/20/2022","MANHATTAN","10"
"01/13/2020","QUEENS","14"
"12/17/2019","QUEENS","3"
"03/28/2022","BRONX","2"
"04/16/2018","STATEN ISLAND","4"
"05/07/2018","MANHATTAN","27"
"06/28/2017","BROOKLYN","34"
"08/17/2018","MANHATTAN","14"
"08/29/2019","MANHATTAN","8"
"11/19/2018","QUEENS","30"
"02/29/2024","STATEN ISLAND","10"
"04/19/2018","STATEN ISLAND","2"
"10/24/2019","STATEN ISLAND","3"
"10/16/2017","MANHATTAN","22"
"07/14/2023","BROOKLYN","14"
"01/03/2023","QUEENS","6"
"11/27/2019","QUEENS","7"
"06/27/2024","BRONX","24"
"10/09/2018","QUEENS","7"
"08/01/2018","MANHATTAN","6"
"12/06/2024","QUEENS","22"
"02/08/2023","BROOKLYN","16"
"01/17/2024","BRONX","42"
"06/20/2018","MANHATTAN","23"
"04/01/2024","BRONX","1"
"10/16/2024","QUEENS","7"
"01/25/2023","QUEENS","2"
"01/13/2023","MANHATTAN","3"
"10/17/2017","BROOKLYN","27"
"04/28/2023","MANHATTAN","2"
"12/16/2022","MANHATTAN","4"
"04/08/2019","QUEENS","22"
"09/22/2022","QUEENS","3"
"01/17/2017","BRONX","32"
"12/18/2024","STATEN ISLAND","2"
"10/03/2025","MANHATTAN","11"
"04/08/2024","STATEN ISLAND","1"
"02/13/2020","BRONX","55"
"09/27/2023","BRONX","23"
"02/14/2017","MANHATTAN","31"
"07/22/2024","STATEN ISLAND","2"
"12/05/2023","BROOKLYN","5"
"10/20/2017","BRONX","27"
"02/16/2023","STATEN ISLAND","4"
"05/07/2019","BRONX","29"
"01/28/2019","BROOKLYN","53"
"05/15/2019","STATEN ISLAND","4"
"03/24/2017","STATEN ISLAND","1"
"03/13/2024","QUEENS","15"
"12/05/2019","BRONX","31"
"08/21/2025","QUEENS","8"
"12/19/2022","BRONX","9"
"02/16/2017","STATEN ISLAND","1"
"12/07/2018","BROOKLYN","27"
"04/26/2017","QUEENS","17"
"07/10/2025","STATEN ISLAND","4"
"03/27/2023","QUEENS","6"
"05/23/2018","QUEENS","35"
"10/17/2024","QUEENS","3"
"08/05/2019","STATEN ISLAND","9"
"10/09/2025","STATEN ISLAND","3"
"04/28/2022","QUEENS","4"
"07/09/2018","QUEENS","39"
"04/14/2023","BROOKLYN","17"
"03/10/2020","BRONX","27"
"08/13/2019","BROOKLYN","5"
"01/05/2017","BROOKLYN","18"
"09/25/2024","MANHATTAN","2"
"03/13/2024","BROOKLYN","22"
"05/18/2017","STATEN ISLAND","2"
"06/06/2019","STATEN ISLAND","2"
"08/26/2021","BROOKLYN","1"
"05/22/2019","BRONX","23"
"01/11/2023","BROOKLYN","10"
"12/09/2024","MANHATTAN","8"
"06/01/2023","STATEN ISLAND","2"
"07/28/2021","QUEENS","1"
"09/25/2023","STATEN ISLAND","1"
"06/12/2017","QUEENS","18"
"03/20/2023","STATEN ISLAND","8"
"09/23/2025","QUEENS","1"
"05/30/2019","BRONX","43"
"08/27/2019","MANHATTAN","19"
"06/30/2023","BROOKLYN","22"
"09/04/2024","BROOKLYN","13"
"03/06/2024","BRONX","14"
"11/21/2017","STATEN ISLAND","6"
"06/08/2022","MANHATTAN","1"
"04/09/2018","MANHATTAN","24"
"04/02/2018","BRONX","16"
"02/28/2020","MANHATTAN","3"
"05/28/2025","BRONX","19"
"08/29/2023","BRONX","48"
"09/03/2019","BRONX","49"
"01/05/2023","MANHATTAN","10"
"01/16/2025","MANHATTAN","31"
"10/30/2018","MANHATTAN","17"
"10/16/2018","BROOKLYN","13"
"10/10/2025","STATEN ISLAND","3"
"05/18/2018","BROOKLYN","21"
"12/19/2024","BRONX","23"
"02/14/2020","BROOKLYN","16"
"06/06/2025","QUEENS","5"
"02/28/2020","QUEENS","8"
"01/04/2018","BROOKLYN","3"
"07/14/2025","MANHATTAN","12"
"02/21/2018","STATEN ISLAND","4"
"01/25/2019","MANHATTAN","6"
"11/28/2018","QUEENS","11"
"09/01/2023","MANHATTAN","9"
"08/09/2017","BRONX","16"
"05/16/2025","QUEENS","9"
"04/27/2017","BROOKLYN","34"
"09/27/2024","BROOKLYN","9"
"01/30/2017","BRONX","22"
"07/31/2023","BRONX","24"
"12/29/2017","MANHATTAN","1"
"11/18/2019","MANHATTAN","12"
"04/26/2017","STATEN ISLAND","2"
"06/22/2017","MANHATTAN","14"
"04/17/2019","STATEN ISLAND","3"
"04/30/2025","BRONX","45"
"08/15/2024","MANHATTAN","21"
"08/06/2019","BROOKLYN","9"
"07/01/2019","STATEN ISLAND","3"
"03/08/2022","BROOKLYN","1"
"07/15/2024","STATEN ISLAND","1"
"05/17/2019","QUEENS","23"
"09/11/2025","BROOKLYN","8"
"08/23/2023","QUEENS","9"
"08/13/2018","MANHATTAN","23"
"05/13/2025","MANHATTAN","23"
"12/11/2024","MANHATTAN","4"
"08/04/2017","BRONX","12"
"03/23/2023","MANHATTAN","9"
"10/24/2018","QUEENS","12"
"03/08/2018","BROOKLYN","14"
"02/14/2017","QUEENS","36"
"11/02/2018","BRONX","24"
"03/09/2020","BRONX","10"
"09/20/2022","QUEENS","7"
"08/11/2017","BROOKLYN","24"
"02/24/2020","STATEN ISLAND","2"
"12/10/2019","STATEN ISLAND","1"
"06/26/2018","BROOKLYN","26"
"12/04/2019","BRONX","31"
"08/10/2017","MANHATTAN","13"
"01/13/2017","QUEENS","29"
"06/13/2023","BROOKLYN","6"
"12/04/2018","BROOKLYN","15"
"08/26/2019","BRONX","11"
"04/13/2023","MANHATTAN","14"
"03/25/2019","MANHATTAN","17"
"08/26/2024","MANHATTAN","8"
"03/12/2019","BROOKLYN","13"
"06/26/2025","BRONX","48"
"12/08/2022","STATEN ISLAND","1"
"03/06/2023","MANHATTAN","4"
"08/20/2024","BROOKLYN","5"
"05/07/2019","STATEN ISLAND","4"
"02/14/2020","STATEN ISLAND","5"
"06/21/2023","BROOKLYN","26"
"07/05/2019","BRONX","1"
"08/02/2024","MANHATTAN","4"
"08/31/2023","BROOKLYN","6"
"09/20/2024","QUEENS","1"
"07/02/2019","MANHATTAN","12"
"01/22/2018","STATEN ISLAND","1"
"09/28/2023","BROOKLYN","10"
"10/22/2024","STATEN ISLAND","2"
"06/14/2023","BRONX","33"
"03/09/2022","MANHATTAN","2"
"06/25/2019","QUEENS","24"
"09/18/2018","MANHATTAN","34"
"11/01/2022","BROOKLYN","36"
"12/28/2022","MANHATTAN","2"
"08/30/2019","BROOKLYN","12"
"07/31/2024","BROOKLYN","19"
"02/18/2025","STATEN ISLAND","3"
"01/02/2019","QUEENS","13"
"03/13/2019","STATEN ISLAND","5"
"11/25/2019","QUEENS","23"
"09/20/2024","BROOKLYN","12"
"09/29/2022","QUEENS","7"
"01/07/2019","BRONX","39"
"02/08/2023","QUEENS","8"
"01/03/2017","BRONX","39"
"10/04/2023","BRONX","4"
"06/25/2018","BROOKLYN","29"
"02/25/2025","BRONX","13"
"05/07/2024","BROOKLYN","16"
"10/19/2023","BROOKLYN","3"
"07/13/2018","BRONX","29"
"03/03/2017","MANHATTAN","22"
"02/02/2018","BROOKLYN","26"
"01/03/2023","STATEN ISLAND","2"
"04/13/2017","BROOKLYN","12"
"09/27/2017","QUEENS","17"
"11/02/2018","BROOKLYN","23"
"10/12/2018","STATEN ISLAND","3"
"08/31/2017","BRONX","21"
"09/27/2022","STATEN ISLAND","1"
"11/08/2019","BRONX","16"
"05/24/2018","BROOKLYN","22"
"11/19/2018","STATEN ISLAND","4"
"08/11/2017","BRONX","17"
"11/06/2019","STATEN ISLAND","1"
"05/01/2019","STATEN ISLAND","2"
"07/23/2024","MANHATTAN","16"
"01/24/2019","BRONX","40"
"01/26/2023","STATEN ISLAND","3"
"03/21/2019","STATEN ISLAND","2"
"10/31/2019","BROOKLYN","6"
"05/08/2023","QUEENS","6"
"04/27/2023","MANHATTAN","10"
"05/26/2022","BROOKLYN","8"
"03/02/2018","QUEENS","13"
"06/07/2019","BROOKLYN","27"
"07/16/2018","STATEN ISLAND","1"
"09/27/2019","STATEN ISLAND","3"
"05/03/2019","BROOKLYN","9"
"06/02/2017","QUEENS","8"
"11/18/2022","STATEN ISLAND","1"
"04/11/2018","MANHATTAN","14"
"10/15/2019","BROOKLYN","17"
"01/22/2024","MANHATTAN","12"
"10/23/2018","QUEENS","8"
"03/06/2020","BROOKLYN","15"
"04/16/2024","BROOKLYN","17"
"03/22/2024","MANHATTAN","5"
"08/11/2017","QUEENS","9"
"06/01/2023","MANHATTAN","22"
"03/15/2022","QUEENS","1"
"05/11/2018","BRONX","38"
"10/15/2018","QUEENS","16"
"05/24/2024","QUEENS","14"
"06/02/2022","QUEENS","8"
"09/20/2017","MANHATTAN","9"
"12/20/2017","MANHATTAN","4"
"03/24/2023","STATEN ISLAND","1"
"10/27/2017","BRONX","25"
"10/27/2023","MANHATTAN","4"
"11/28/2017","STATEN ISLAND","1"
"02/06/2025","BROOKLYN","3"
"12/14/2023","QUEENS","4"
"07/17/2017","BROOKLYN","29"
"03/16/2017","BRONX","59"
"01/21/2025","BRONX","25"
"03/05/2018","QUEENS","14"
"06/18/2025","BROOKLYN","4"
"08/31/2023","BRONX","38"
"11/07/2022","BRONX","5"
"04/17/2025","STATEN ISLAND","2"
"09/25/2017","BROOKLYN","27"
"07/08/2019","STATEN ISLAND","2"
"08/02/2017","BROOKLYN","25"
"01/10/2024","QUEENS","51"
"09/11/2024","MANHATTAN","5"
"04/12/2019","MANHATTAN","12"
"11/18/2021","BRONX","1"
"09/05/2025","MANHATTAN","7"
"11/19/2021","QUEENS","2"
"10/18/2018","STATEN ISLAND","3"
"07/31/2019","BRONX","14"
"09/22/2023","BRONX","14"
"09/06/2019","BROOKLYN","29"
"10/27/2022","BROOKLYN","5"
"05/11/2023","BROOKLYN","16"
"08/23/2023","STATEN ISLAND","6"
"08/20/2019","QUEENS","5"
"12/29/2023","MANHATTAN","2"
"06/06/2018","STATEN ISLAND","1"
"02/24/2017","QUEENS","13"
"09/06/2018","BRONX","42"
"08/06/2025","MANHATTAN","13"
"12/01/2022","STATEN ISLAND","8"
"12/05/2018","QUEENS","22"
"03/12/2024","QUEENS","4"
"01/24/2019","MANHATTAN","16"
"03/30/2023","BRONX","17"
"09/12/2018","QUEENS","27"
"11/24/2017","QUEENS","6"
"09/04/2019","BRONX","23"
"04/18/2025","STATEN ISLAND","5"
"05/30/2023","MANHATTAN","13"
"01/31/2025","QUEENS","7"
"03/08/2018","QUEENS","27"
"11/26/2018","BROOKLYN","18"
"03/11/2022","STATEN ISLAND","5"
"04/18/2023","BRONX","9"
"02/14/2022","MANHATTAN","3"
"06/23/2021","BROOKLYN","1"
"02/07/2023","MANHATTAN","18"
"06/04/2019","MANHATTAN","28"
"10/17/2018","MANHATTAN","3"
"04/10/2023","BRONX","3"
"11/16/2022","BRONX","17"
"03/29/2018","QUEENS","33"
"01/26/2023","BRONX","21"
"06/26/2024","STATEN ISLAND","1"
"05/10/2022","QUEENS","9"
"08/09/2022","MANHATTAN","5"
"03/27/2024","BROOKLYN","38"
"07/13/2017","MANHATTAN","16"
"08/07/2025","BROOKLYN","3"
"07/07/2017","MANHATTAN","11"
"04/03/2018","BRONX","34"
"01/06/2025","STATEN ISLAND","4"
"09/30/2024","BRONX","18"
"12/07/2023","MANHATTAN","22"
"01/03/2017","QUEENS","17"
"06/26/2023","BROOKLYN","26"
"07/03/2024","QUEENS","20"
"02/06/2017","BROOKLYN","30"
"07/31/2017","BRONX","17"
"10/23/2017","MANHATTAN","19"
"11/06/2019","MANHATTAN","7"
"08/25/2023","MANHATTAN","4"
"04/19/2024","BROOKLYN","14"
"04/16/2024","MANHATTAN","18"
"07/02/2025","MANHATTAN","10"
"07/17/2018","QUEENS","13"
"03/08/2022","QUEENS","3"
"07/09/2024","MANHATTAN","26"
"06/17/2024","BROOKLYN","19"
"04/17/2025","BROOKLYN","14"
"02/07/2019","MANHATTAN","11"
"01/29/2024","QUEENS","20"
"05/27/2022","STATEN ISLAND","1"
"09/08/2023","MANHATTAN","2"
"04/28/2023","STATEN ISLAND","1"
"05/20/2025","QUEENS","17"
"12/02/2022","QUEENS","10"
"08/23/2017","QUEENS","14"
"01/11/2019","STATEN ISLAND","4"
"09/28/2018","STATEN ISLAND","4"
"07/20/2017","BROOKLYN","39"
"03/27/2018","BROOKLYN","24"
"05/06/2022","STATEN ISLAND","2"
"09/13/2023","BROOKLYN","19"
"06/13/2019","MANHATTAN","10"
"01/09/2025","MANHATTAN","18"
"08/07/2025","QUEENS","20"
"02/15/2017","QUEENS","26"
"03/16/2022","BRONX","1"
"02/13/2019","STATEN ISLAND","2"
"01/19/2017","QUEENS","16"
"05/16/2017","BROOKLYN","18"
"02/26/2024","BRONX","5"
"04/07/2025","BRONX","14"
"07/18/2019","MANHATTAN","6"
"04/19/2022","MANHATTAN","3"
"06/18/2024","BROOKLYN","16"
"10/05/2023","BRONX","47"
"01/22/2024","QUEENS","9"
"09/03/2021","BROOKLYN","2"
"09/21/2022","BROOKLYN","7"
"05/02/2025","QUEENS","24"
"09/09/2025","BROOKLYN","9"
"09/12/2017","MANHATTAN","26"
"01/22/2019","MANHATTAN","24"
"01/09/2024","QUEENS","4"
"08/29/2017","QUEENS","6"
"11/28/2022","BROOKLYN","6"
"08/02/2019","MANHATTAN","6"
"12/17/2018","MANHATTAN","13"
"07/07/2017","BROOKLYN","18"
"03/07/2025","STATEN ISLAND","4"
"04/18/2019","QUEENS","29"
"08/09/2022","BROOKLYN","18"
"04/16/2024","QUEENS","16"
"02/23/2017","BRONX","39"
"07/18/2017","BRONX","30"
"03/04/2020","STATEN ISLAND","3"
"11/19/2018","MANHATTAN","18"
"02/07/2024","BRONX","13"
"04/20/2023","BROOKLYN","1"
"02/21/2023","QUEENS","8"
"08/09/2024","STATEN ISLAND","1"
"07/11/2019","BRONX","24"
"03/20/2017","QUEENS","53"
"11/26/2019","BRONX","33"
"02/22/2017","BRONX","44"
"06/29/2018","QUEENS","13"
"07/07/2017","BRONX","14"
"03/07/2018","QUEENS","7"
"07/20/2023","STATEN ISLAND","1"
"12/05/2024","QUEENS","15"
"02/05/2018","BRONX","25"
"09/13/2019","MANHATTAN","5"
"12/08/2022","MANHATTAN","4"
"01/19/2017","MANHATTAN","16"
"03/13/2020","BRONX","4"
"04/14/2022","QUEENS","4"
"10/11/2022","MANHATTAN","12"
"10/04/2023","QUEENS","21"
"05/31/2017","QUEENS","19"
"12/03/2018","STATEN ISLAND","4"
"04/07/2025","MANHATTAN","10"
"06/28/2018","BRONX","33"
"05/11/2022","BROOKLYN","2"
"05/19/2023","MANHATTAN","2"
"11/16/2017","BROOKLYN","22"
"08/01/2024","MANHATTAN","13"
"04/11/2023","BROOKLYN","4"
"12/06/2021","QUEENS","2"
"06/14/2019","BROOKLYN","37"
"02/03/2017","BROOKLYN","42"
"04/12/2022","BROOKLYN","9"
"03/23/2018","BRONX","45"
"03/07/2024","BROOKLYN","6"
"07/31/2024","STATEN ISLAND","2"
"08/26/2019","QUEENS","16"
"10/31/2022","BRONX","19"
"10/04/2018","QUEENS","2"
"03/29/2019","MANHATTAN","6"
"01/06/2025","BRONX","37"
"07/05/2023","BRONX","8"
"08/21/2025","BRONX","17"
"07/25/2018","MANHATTAN","3"
"05/16/2017","QUEENS","14"
"06/27/2024","STATEN ISLAND","1"
"03/24/2017","QUEENS","19"
"08/28/2018","BRONX","56"
"09/06/2024","BROOKLYN","26"
"07/13/2017","QUEENS","11"
"02/26/2018","MANHATTAN","21"
"05/24/2017","BROOKLYN","30"
"08/20/2019","STATEN ISLAND","1"
