"CMPLNT_FR_DT","BORO_NM","count"
"02/13/2015","BRONX","232"
"04/26/2000","BRONX","1"
"06/30/1965","BROOKLYN","1"
"09/13/2008","QUEENS","297"
"11/08/2017","BROOKLYN","362"
"12/29/2008","QUEENS","224"
"10/01/2012","STATEN ISLAND","90"
"10/19/2024","STATEN ISLAND","56"
"07/10/2015","MANHATTAN","331"
"12/03/2013","BROOKLYN","435"
"11/01/2024","QUEENS","362"
"11/18/2009","STATEN ISLAND","79"
"01/09/2018","BROOKLYN","343"
"01/30/2024","BRONX","320"
"01/06/2022","BROOKLYN","337"
"06/12/2012","STATEN ISLAND","62"
"04/23/2021","BROOKLYN","342"
"01/02/2024","MANHATTAN","318"
"01/09/2024","STATEN ISLAND","59"
"12/30/2006","MANHATTAN","377"
"07/14/2005","BROOKLYN","8"
"05/10/2008","MANHATTAN","335"
"10/13/2011","BRONX","321"
"05/06/2023","BRONX","317"
"05/12/2014","QUEENS","298"
"02/02/2016","STATEN ISLAND","52"
"10/13/2017","STATEN ISLAND","89"
"12/11/2013","BRONX","281"
"02/11/2013","QUEENS","194"
"12/28/2005","BRONX","20"
"11/28/2021","BROOKLYN","347"
"07/31/2024","BRONX","368"
"08/26/2012","STATEN ISLAND","59"
"09/03/2010","STATEN ISLAND","73"
"10/11/2006","QUEENS","274"
"07/08/2024","MANHATTAN","366"
"12/01/2002","QUEENS","4"
"02/06/2023","BROOKLYN","415"
"07/31/2008","BROOKLYN","462"
"10/08/2021","QUEENS","317"
"06/28/2013","QUEENS","298"
"12/27/2006","STATEN ISLAND","64"
"10/21/2012","QUEENS","236"
"09/09/2024","BRONX","369"
"09/24/2024","BRONX","355"
"06/02/2010","(null)","64"
"10/26/2012","BRONX","327"
"09/11/2010","BROOKLYN","449"
"12/26/2020","MANHATTAN","208"
"02/26/2022","STATEN ISLAND","48"
"08/28/2018","QUEENS","260"
"03/04/2014","QUEENS","244"
"01/08/2019","BROOKLYN","347"
"06/22/2014","MANHATTAN","303"
"12/17/2005","STATEN ISLAND","2"
"11/08/2006","STATEN ISLAND","60"
"12/31/2023","STATEN ISLAND","57"
"04/23/2022","(null)","3"
"12/24/2008","STATEN ISLAND","50"
"12/10/2023","BRONX","313"
"08/29/2014","MANHATTAN","377"
"02/06/2012","BROOKLYN","384"
"12/08/2017","BROOKLYN","424"
"08/09/2009","BRONX","303"
"10/26/2019","QUEENS","262"
"10/03/2008","BROOKLYN","470"
"04/15/2006","STATEN ISLAND","69"
"09/21/2022","BRONX","316"
"10/29/2013","STATEN ISLAND","53"
"07/29/2020","STATEN ISLAND","43"
"08/12/2014","MANHATTAN","334"
"11/22/2019","STATEN ISLAND","53"
"04/17/2006","BROOKLYN","405"
"10/03/2019","BROOKLYN","353"
"10/07/2002","BROOKLYN","1"
"11/22/2017","BRONX","304"
"02/21/2013","MANHATTAN","319"
"11/11/2009","MANHATTAN","315"
"08/30/2019","BRONX","287"
"10/01/2024","BRONX","391"
"05/21/2004","MANHATTAN","2"
"12/14/2024","MANHATTAN","337"
"08/27/2014","STATEN ISLAND","66"
"03/24/2018","QUEENS","233"
"07/11/2013","MANHATTAN","343"
"04/01/2009","MANHATTAN","393"
"12/28/2021","STATEN ISLAND","38"
"12/26/2020","BRONX","237"
"05/13/2006","BRONX","301"
"05/26/2017","BRONX","319"
"10/24/2020","QUEENS","252"
"10/05/2010","BRONX","334"
"03/13/2013","STATEN ISLAND","66"
"07/17/2023","QUEENS","351"
"11/07/2016","MANHATTAN","280"
"02/23/2009","BRONX","180"
"10/15/2013","QUEENS","307"
"04/07/2023","BRONX","312"
"01/21/2017","BRONX","325"
"07/18/2015","BROOKLYN","430"
"04/28/1997","MANHATTAN","1"
"08/01/2023","STATEN ISLAND","82"
"06/08/2012","BROOKLYN","470"
"04/02/2013","MANHATTAN","285"
"05/21/2011","BRONX","321"
"03/21/2008","BROOKLYN","428"
"11/07/2011","BRONX","279"
"10/10/2005","QUEENS","14"
"10/30/2016","QUEENS","272"
"08/22/2016","BROOKLYN","437"
"12/01/2004","MANHATTAN","19"
"09/22/2005","BROOKLYN","4"
"04/25/2023","MANHATTAN","359"
"08/30/2012","QUEENS","265"
"03/12/2002","BRONX","1"
"06/16/2019","BROOKLYN","400"
"03/20/2008","MANHATTAN","376"
"03/08/2015","BROOKLYN","322"
"03/27/2023","MANHATTAN","311"
"06/01/2016","BRONX","403"
"03/21/2021","STATEN ISLAND","42"
"01/01/1997","MANHATTAN","6"
"08/13/2011","BROOKLYN","490"
"05/22/2014","BROOKLYN","434"
"01/19/2013","MANHATTAN","338"
"04/17/2018","STATEN ISLAND","54"
"02/10/1994","QUEENS","1"
"04/05/2008","BRONX","335"
"12/24/2007","STATEN ISLAND","58"
"01/19/2006","QUEENS","302"
"12/15/2020","BROOKLYN","304"
"09/05/2012","MANHATTAN","324"
"11/17/2014","QUEENS","241"
"11/28/2019","MANHATTAN","206"
"11/03/1997","MANHATTAN","1"
"08/31/2007","QUEENS","327"
"03/03/2023","BROOKLYN","440"
"12/04/2018","STATEN ISLAND","55"
"03/18/2017","BROOKLYN","337"
"01/30/2006","BROOKLYN","410"
"10/31/1967","STATEN ISLAND","1"
"02/09/2020","MANHATTAN","274"
"12/23/2015","BRONX","266"
"12/05/2007","STATEN ISLAND","61"
"12/04/2013","MANHATTAN","334"
"01/11/2019","BRONX","276"
"06/21/2015","BROOKLYN","425"
"02/04/2008","QUEENS","268"
"11/08/2016","STATEN ISLAND","63"
"12/18/2015","STATEN ISLAND","62"
"05/10/2012","BRONX","323"
"03/03/2020","BROOKLYN","405"
"03/06/2017","BROOKLYN","341"
"10/23/2023","(null)","5"
"08/25/2013","MANHATTAN","304"
"10/04/2016","QUEENS","257"
"05/14/2018","BRONX","245"
"05/27/1960","BROOKLYN","1"
"11/15/1997","QUEENS","1"
"10/13/2011","STATEN ISLAND","67"
"12/03/2012","MANHATTAN","268"
"04/07/2011","MANHATTAN","335"
"02/25/2022","(null)","8"
"01/12/2005","QUEENS","2"
"06/19/2024","QUEENS","392"
"02/25/2024","BRONX","256"
"02/15/2009","(null)","3"
"10/01/2001","STATEN ISLAND","2"
"10/21/2021","STATEN ISLAND","62"
"05/12/2015","BRONX","303"
"05/10/2000","BROOKLYN","1"
"07/01/1998","QUEENS","3"
"12/02/2013","MANHATTAN","291"
"04/29/2007","BROOKLYN","390"
"08/01/2006","STATEN ISLAND","111"
"06/30/2019","BROOKLYN","360"
"06/03/2003","QUEENS","1"
"02/02/2009","BRONX","283"
"02/25/2014","MANHATTAN","308"
"01/24/2005","QUEENS","1"
"08/21/2009","BROOKLYN","458"
"07/21/2024","(null)","4"
"06/19/2007","BRONX","335"
"12/16/2016","QUEENS","230"
"08/22/2018","STATEN ISLAND","48"
"12/15/2015","BROOKLYN","439"
"01/24/2022","QUEENS","306"
"04/26/2021","BROOKLYN","332"
"03/22/2008","MANHATTAN","360"
"07/05/2016","BRONX","288"
"03/10/2013","STATEN ISLAND","52"
"03/06/2010","BRONX","331"
"12/10/2024","MANHATTAN","335"
"04/10/2002","STATEN ISLAND","1"
"07/20/2017","MANHATTAN","321"
"10/18/2024","STATEN ISLAND","73"
"09/11/2017","BROOKLYN","358"
"07/26/2015","MANHATTAN","290"
"11/25/2022","STATEN ISLAND","68"
"10/12/2016","STATEN ISLAND","58"
"05/27/2008","STATEN ISLAND","78"
"01/27/2013","QUEENS","259"
"05/04/2010","QUEENS","274"
"02/11/2021","BRONX","214"
"07/15/2020","QUEENS","251"
"04/08/2002","MANHATTAN","2"
"02/24/2010","BRONX","305"
"11/28/2003","BROOKLYN","1"
"04/06/2007","MANHATTAN","354"
"05/18/2006","MANHATTAN","386"
"03/03/2012","QUEENS","290"
"04/18/2006","BROOKLYN","451"
"03/14/2019","STATEN ISLAND","43"
"09/14/2010","BROOKLYN","423"
"03/30/2007","BRONX","290"
"08/25/2014","BRONX","289"
"09/04/2022","BROOKLYN","409"
"12/05/2013","STATEN ISLAND","51"
"03/06/2011","BRONX","247"
"06/12/2019","BROOKLYN","440"
"07/29/2007","QUEENS","293"
"02/21/2012","STATEN ISLAND","65"
"11/10/2017","MANHATTAN","336"
"07/25/2023","BROOKLYN","442"
"07/16/2021","QUEENS","311"
"11/20/2010","BRONX","338"
"04/08/1018","BRONX","1"
"01/08/2016","BRONX","339"
"08/18/2022","QUEENS","339"
"04/04/2010","QUEENS","239"
"11/02/2002","BROOKLYN","2"
"07/15/2006","BROOKLYN","428"
"08/12/2021","BRONX","301"
"04/06/2007","(null)","1"
"04/16/2006","STATEN ISLAND","69"
"05/03/2009","BROOKLYN","335"
"08/02/2022","QUEENS","338"
"05/23/2005","MANHATTAN","2"
"05/29/2018","QUEENS","292"
"07/30/2010","STATEN ISLAND","64"
"03/05/2016","BROOKLYN","338"
"03/29/2007","MANHATTAN","326"
"10/02/2022","MANHATTAN","296"
"03/30/2012","STATEN ISLAND","61"
"11/23/2017","MANHATTAN","192"
"02/04/2023","STATEN ISLAND","50"
"10/31/2015","BROOKLYN","415"
"07/26/2019","BROOKLYN","404"
"05/09/2007","QUEENS","306"
"04/13/2014","STATEN ISLAND","71"
"04/21/2016","QUEENS","279"
"06/22/2018","BRONX","289"
"08/17/2007","BROOKLYN","491"
"11/12/2020","STATEN ISLAND","51"
"10/25/2020","STATEN ISLAND","36"
"04/05/2004","MANHATTAN","4"
"09/09/2024","BROOKLYN","430"
"08/03/2019","BROOKLYN","372"
"01/02/2003","MANHATTAN","1"
"03/12/1959","BROOKLYN","1"
"04/16/2017","BRONX","299"
"10/01/2022","(null)","2"
"02/25/2020","BROOKLYN","330"
"10/15/2019","QUEENS","251"
"06/10/2012","STATEN ISLAND","62"
"07/16/2023","(null)","2"
"09/07/2014","MANHATTAN","286"
"06/04/2008","MANHATTAN","385"
"12/31/2002","BROOKLYN","3"
"02/25/2004","QUEENS","1"
"03/15/2022","BRONX","294"
"05/30/2023","STATEN ISLAND","85"
"11/02/2003","BROOKLYN","1"
"01/29/2007","BRONX","270"
"08/11/2019","BROOKLYN","353"
"07/08/2007","BROOKLYN","394"
"10/24/2020","BRONX","290"
"10/19/2013","MANHATTAN","335"
"04/26/2008","QUEENS","299"
"08/12/2011","BRONX","297"
"08/22/2016","MANHATTAN","300"
"07/18/2009","MANHATTAN","352"
"06/08/2011","BROOKLYN","401"
"04/29/2022","(null)","1"
"07/27/2022","(null)","5"
"04/09/2012","STATEN ISLAND","56"
"10/07/2023","STATEN ISLAND","64"
"07/13/2023","BRONX","308"
"05/06/2019","BRONX","266"
"12/21/1982","QUEENS","1"
"05/13/2024","BROOKLYN","426"
"11/05/2023","BROOKLYN","383"
"01/06/2013","QUEENS","218"
"12/14/1018","BROOKLYN","1"
"06/06/2020","(null)","1"
"10/28/2018","MANHATTAN","276"
"12/21/2005","STATEN ISLAND","8"
"03/07/2013","BROOKLYN","366"
"05/25/1028","BRONX","1"
"06/10/2018","BROOKLYN","354"
"05/29/2012","BROOKLYN","465"
"05/18/1018","QUEENS","1"
"08/21/2006","QUEENS","316"
"01/06/2015","MANHATTAN","234"
"12/10/2016","STATEN ISLAND","61"
"07/04/2016","BROOKLYN","412"
"06/05/2009","QUEENS","271"
"02/05/2001","BROOKLYN","3"
"11/19/2007","BROOKLYN","355"
"06/07/2011","MANHATTAN","320"
"03/04/2013","STATEN ISLAND","60"
"10/11/2022","BROOKLYN","434"
"02/02/2006","MANHATTAN","317"
"09/17/2011","STATEN ISLAND","47"
"12/09/2007","BROOKLYN","359"
"10/21/2000","MANHATTAN","1"
"02/27/2012","STATEN ISLAND","76"
"05/24/2010","(null)","35"
"01/01/2003","BRONX","49"
"01/22/1017","MANHATTAN","1"
"07/13/2008","QUEENS","291"
"02/26/2022","BRONX","271"
"05/11/2017","STATEN ISLAND","64"
"06/14/2014","BRONX","321"
"05/27/2021","MANHATTAN","321"
"11/29/2021","STATEN ISLAND","43"
"11/30/2012","BROOKLYN","495"
"12/08/1985","BRONX","1"
"08/14/2017","STATEN ISLAND","54"
"07/03/2023","STATEN ISLAND","68"
"08/15/2013","STATEN ISLAND","64"
"10/03/2017","BROOKLYN","358"
"02/24/2010","QUEENS","272"
"02/26/2020","BRONX","280"
"12/11/2017","MANHATTAN","263"
"07/02/2021","MANHATTAN","323"
"10/19/2016","QUEENS","258"
"10/29/2009","MANHATTAN","378"
"11/15/2015","QUEENS","258"
"12/14/1999","QUEENS","1"
"06/07/2018","STATEN ISLAND","63"
"01/05/2006","MANHATTAN","399"
"11/17/2018","MANHATTAN","335"
"12/27/2023","BROOKLYN","340"
"05/28/2021","QUEENS","244"
"04/03/2012","BRONX","329"
"04/11/2009","QUEENS","238"
"08/26/2017","QUEENS","253"
"08/30/2001","MANHATTAN","1"
"10/06/2007","(null)","1"
"09/09/2017","STATEN ISLAND","54"
"03/27/2023","(null)","2"
"11/23/2009","BROOKLYN","369"
"11/15/2013","BRONX","353"
"10/14/2020","STATEN ISLAND","55"
"09/21/2023","BROOKLYN","399"
"01/19/2020","MANHATTAN","267"
"05/27/2014","STATEN ISLAND","70"
"11/18/2004","MANHATTAN","2"
"09/30/2011","STATEN ISLAND","86"
"01/25/1923","BROOKLYN","1"
"03/17/2023","STATEN ISLAND","83"
"12/31/1999","MANHATTAN","1"
"11/19/2024","QUEENS","308"
"04/12/2005","STATEN ISLAND","1"
"07/28/2021","MANHATTAN","342"
"12/03/2023","STATEN ISLAND","65"
"02/17/2011","BROOKLYN","420"
"01/10/2020","MANHATTAN","330"
"09/30/2014","MANHATTAN","305"
"02/22/2009","BROOKLYN","309"
"08/02/1019","BROOKLYN","1"
"08/02/2008","QUEENS","302"
"12/14/2022","BRONX","298"
"03/31/2020","MANHATTAN","163"
"05/24/2022","(null)","1"
"10/31/2024","BRONX","352"
"08/16/2014","QUEENS","317"
"11/16/2007","BROOKLYN","416"
"09/13/2022","BROOKLYN","424"
"01/11/2010","BROOKLYN","378"
"05/20/2000","BROOKLYN","2"
"03/23/2024","MANHATTAN","337"
"06/05/2020","STATEN ISLAND","35"
"09/16/2007","BROOKLYN","404"
"06/02/2020","STATEN ISLAND","41"
"10/02/2002","BROOKLYN","1"
"01/27/2004","STATEN ISLAND","1"
"02/20/2012","STATEN ISLAND","55"
"06/20/2009","QUEENS","255"
"07/19/2024","BRONX","338"
"06/10/2020","QUEENS","249"
"07/08/2011","BROOKLYN","467"
"09/28/2019","BRONX","278"
"10/06/1024","QUEENS","1"
"10/13/2021","QUEENS","273"
"08/21/2008","QUEENS","268"
"11/08/2017","QUEENS","237"
"09/28/2004","BROOKLYN","2"
"12/13/2014","BRONX","265"
"12/02/2023","(null)","6"
"07/03/2015","QUEENS","311"
"11/09/2008","BROOKLYN","357"
"05/11/2018","BROOKLYN","443"
"01/27/2024","MANHATTAN","400"
"12/25/2004","BRONX","1"
"04/14/2024","MANHATTAN","329"
"10/08/2004","MANHATTAN","2"
"08/28/2005","BRONX","1"
"12/15/2009","STATEN ISLAND","65"
"03/25/2008","BRONX","326"
"10/23/2003","STATEN ISLAND","1"
"03/16/2009","MANHATTAN","310"
"05/20/2023","BROOKLYN","369"
"06/06/2003","BRONX","1"
"08/08/2010","MANHATTAN","321"
"09/04/2021","MANHATTAN","334"
"09/05/2024","BROOKLYN","473"
"07/11/2017","MANHATTAN","261"
"07/04/2012","BROOKLYN","504"
"02/03/2006","STATEN ISLAND","74"
"11/10/2024","BROOKLYN","387"
"04/08/2015","STATEN ISLAND","49"
"06/07/2012","BROOKLYN","453"
"06/12/2014","BROOKLYN","470"
"08/08/2008","QUEENS","306"
"10/26/2007","STATEN ISLAND","62"
"12/13/2013","MANHATTAN","376"
"10/07/2018","BROOKLYN","357"
"12/18/2011","MANHATTAN","249"
"07/23/2015","QUEENS","292"
"04/27/2007","STATEN ISLAND","66"
"11/24/2022","BROOKLYN","284"
"06/01/1914","QUEENS","1"
"06/19/2001","MANHATTAN","2"
"04/09/2023","BRONX","272"
"12/19/2006","QUEENS","288"
"10/06/2010","MANHATTAN","350"
"07/02/2012","STATEN ISLAND","73"
"06/10/2008","BROOKLYN","474"
"11/25/2011","BROOKLYN","439"
"03/02/2001","QUEENS","1"
"02/18/2024","QUEENS","336"
"08/21/2007","BROOKLYN","372"
"04/30/2019","QUEENS","236"
"09/19/2018","MANHATTAN","329"
"02/15/2011","BROOKLYN","455"
"12/19/2012","BROOKLYN","404"
"01/22/2009","STATEN ISLAND","58"
"08/09/2006","QUEENS","349"
"07/30/2006","QUEENS","289"
"03/06/2020","QUEENS","232"
"11/26/2022","(null)","1"
"12/19/2007","BROOKLYN","422"
"12/21/2021","MANHATTAN","316"
"02/05/2022","BRONX","279"
"01/01/1998","BRONX","26"
"02/02/2009","QUEENS","252"
"04/15/2001","QUEENS","1"
"08/31/2011","BRONX","268"
"07/01/2020","MANHATTAN","305"
"05/01/2021","QUEENS","309"
"01/20/2017","BROOKLYN","457"
"04/25/2024","STATEN ISLAND","75"
"11/10/2007","BRONX","292"
"06/12/2023","MANHATTAN","389"
"12/03/2002","MANHATTAN","1"
"05/07/2010","STATEN ISLAND","77"
"11/09/2023","STATEN ISLAND","66"
"11/07/2004","MANHATTAN","1"
"06/27/2013","QUEENS","285"
"07/23/2021","STATEN ISLAND","64"
"02/10/2003","BROOKLYN","1"
"04/28/2014","BROOKLYN","402"
"09/07/2007","MANHATTAN","445"
"03/19/2017","STATEN ISLAND","59"
"05/27/2024","BROOKLYN","440"
"04/26/2003","BROOKLYN","1"
"07/05/2021","QUEENS","302"
"09/03/2023","BROOKLYN","412"
"12/04/2024","STATEN ISLAND","51"
"06/13/2024","STATEN ISLAND","65"
"07/19/2021","STATEN ISLAND","44"
"08/25/2021","BROOKLYN","347"
"02/06/2024","MANHATTAN","362"
"08/24/2006","QUEENS","288"
"07/10/2003","BROOKLYN","1"
"12/21/2014","QUEENS","219"
"02/22/2004","QUEENS","2"
"05/22/2011","MANHATTAN","269"
"08/10/2008","BRONX","291"
"04/11/2004","MANHATTAN","2"
"07/28/2018","BROOKLYN","398"
"01/19/2022","MANHATTAN","319"
"10/08/2010","QUEENS","316"
"02/13/2020","BROOKLYN","365"
"06/24/2005","BROOKLYN","3"
"07/05/2024","(null)","10"
"04/17/2018","MANHATTAN","296"
"09/22/2015","MANHATTAN","341"
"08/20/2016","MANHATTAN","367"
"08/06/2008","BROOKLYN","423"
"09/04/2024","STATEN ISLAND","65"
"02/22/2008","BROOKLYN","355"
"11/06/2015","BROOKLYN","452"
"07/01/1977","BROOKLYN","1"
"02/14/2024","BRONX","359"
"12/23/2004","QUEENS","2"
"10/05/2012","QUEENS","353"
"10/29/2020","QUEENS","200"
"11/25/2007","BRONX","266"
"07/18/2006","STATEN ISLAND","91"
"04/03/2022","BROOKLYN","346"
"08/23/2005","BROOKLYN","1"
"05/06/2024","BROOKLYN","445"
"03/16/2011","BRONX","314"
"03/08/2013","QUEENS","255"
"10/12/2000","MANHATTAN","2"
"04/24/2019","BRONX","305"
"08/11/2006","BROOKLYN","489"
"04/09/2012","MANHATTAN","309"
"10/28/2011","BRONX","302"
"07/10/2022","STATEN ISLAND","69"
"07/05/2000","BRONX","1"
"02/26/2015","MANHATTAN","282"
"08/15/2022","(null)","2"
"04/02/2011","STATEN ISLAND","78"
"07/07/2024","MANHATTAN","351"
"02/10/2020","BROOKLYN","359"
"07/17/2006","BROOKLYN","451"
"03/12/2012","BRONX","331"
"09/01/2022","(null)","4"
"02/17/2012","QUEENS","301"
"05/13/2006","QUEENS","285"
"12/01/1999","BROOKLYN","6"
"11/14/1998","BRONX","1"
"02/09/2023","BROOKLYN","392"
"03/06/2012","MANHATTAN","316"
"09/20/2003","BROOKLYN","2"
"07/08/1998","BRONX","1"
"07/15/2015","QUEENS","333"
"09/21/2014","MANHATTAN","270"
"04/12/2009","STATEN ISLAND","65"
"03/23/2004","MANHATTAN","1"
"11/27/2008","QUEENS","192"
"05/11/2017","MANHATTAN","332"
"01/14/2016","BROOKLYN","383"
"12/04/1996","QUEENS","1"
"10/28/2014","MANHATTAN","318"
"09/29/2016","STATEN ISLAND","58"
"06/28/2016","BRONX","281"
"06/10/2008","STATEN ISLAND","80"
"04/21/2017","BROOKLYN","400"
"09/30/2021","BROOKLYN","386"
"04/27/2011","QUEENS","273"
"06/24/2010","MANHATTAN","339"
"07/06/2013","BROOKLYN","412"
"10/06/2014","BRONX","253"
"07/19/2009","BROOKLYN","420"
"12/21/2024","(null)","2"
"08/01/2003","QUEENS","5"
"09/09/2020","STATEN ISLAND","45"
"08/28/2022","STATEN ISLAND","55"
"01/16/2020","MANHATTAN","322"
"05/15/2006","QUEENS","290"
"03/12/2016","STATEN ISLAND","71"
"09/05/2007","MANHATTAN","359"
"04/29/2010","MANHATTAN","358"
"12/20/2021","MANHATTAN","310"
"10/13/2016","MANHATTAN","359"
"11/21/2009","STATEN ISLAND","80"
"07/20/2015","BROOKLYN","437"
"08/17/2012","STATEN ISLAND","67"
"02/17/2006","MANHATTAN","448"
"04/05/2016","MANHATTAN","290"
"08/05/2005","MANHATTAN","7"
"02/03/2020","MANHATTAN","306"
"12/09/2002","QUEENS","3"
"11/23/2006","MANHATTAN","209"
"03/24/2007","BRONX","284"
"06/22/2009","BRONX","304"
"08/01/2007","STATEN ISLAND","105"
"08/08/2018","BROOKLYN","391"
"12/21/2024","MANHATTAN","326"
"01/26/2012","BROOKLYN","395"
"07/20/2011","STATEN ISLAND","67"
"07/09/2024","(null)","4"
"02/16/2011","STATEN ISLAND","74"
"03/09/2018","BROOKLYN","419"
"09/04/2015","QUEENS","319"
"08/16/2020","QUEENS","265"
"08/20/2007","QUEENS","313"
"04/05/2022","BRONX","310"
"04/16/2007","MANHATTAN","306"
"06/12/2008","BRONX","330"
"11/05/2009","STATEN ISLAND","63"
"06/01/2004","MANHATTAN","17"
"03/08/2019","BRONX","264"
"07/29/2012","QUEENS","303"
"06/05/2011","MANHATTAN","280"
"06/14/2010","BROOKLYN","408"
"04/04/2010","BROOKLYN","334"
"01/28/2023","MANHATTAN","331"
"09/26/2011","MANHATTAN","297"
"12/23/2006","BROOKLYN","420"
"05/20/2020","BROOKLYN","304"
"12/09/2018","STATEN ISLAND","59"
"12/24/2001","BRONX","1"
"01/30/2007","QUEENS","257"
"11/12/2013","QUEENS","280"
"07/16/2017","QUEENS","282"
"11/02/2005","MANHATTAN","7"
"01/09/2001","BROOKLYN","4"
"08/21/2015","QUEENS","291"
"08/25/2013","BROOKLYN","391"
"12/08/2018","STATEN ISLAND","54"
"11/23/1913","QUEENS","1"
"04/16/2003","MANHATTAN","1"
"06/08/2010","QUEENS","295"
"01/28/2016","QUEENS","252"
"01/01/2024","MANHATTAN","364"
"12/24/2010","BRONX","227"
"09/28/2009","BROOKLYN","375"
"12/20/2014","STATEN ISLAND","52"
"02/03/2024","QUEENS","343"
"09/16/2011","STATEN ISLAND","60"
"09/30/2014","QUEENS","262"
"05/03/2012","BROOKLYN","500"
"07/08/2014","BRONX","308"
"11/20/2016","QUEENS","270"
"07/08/2021","STATEN ISLAND","55"
"05/13/2000","BRONX","1"
"04/04/2000","BROOKLYN","1"
"07/21/2009","STATEN ISLAND","71"
"04/02/2023","QUEENS","286"
"05/21/1997","QUEENS","1"
"12/10/2007","BROOKLYN","393"
"11/02/2016","BROOKLYN","440"
"08/26/2020","MANHATTAN","305"
"07/14/2010","MANHATTAN","311"
"07/26/2009","QUEENS","263"
"04/28/2006","BRONX","324"
"09/09/2021","STATEN ISLAND","32"
"10/14/2007","BRONX","241"
"09/21/2017","STATEN ISLAND","70"
"06/04/2012","STATEN ISLAND","41"
"04/05/2022","BROOKLYN","448"
"03/08/2011","QUEENS","252"
"08/10/2021","BRONX","273"
"05/16/2008","BRONX","317"
"07/06/2019","BROOKLYN","366"
"06/02/2008","STATEN ISLAND","86"
"05/05/2020","BROOKLYN","315"
"10/24/2017","BROOKLYN","396"
"07/18/2015","QUEENS","254"
"03/25/2005","BRONX","1"
"09/15/2022","MANHATTAN","404"
"05/16/2009","MANHATTAN","367"
"12/21/2017","STATEN ISLAND","66"
"09/24/2020","STATEN ISLAND","41"
"12/01/1985","MANHATTAN","1"
"06/19/2015","STATEN ISLAND","63"
"07/26/2006","BROOKLYN","445"
"03/03/2019","QUEENS","249"
"02/06/2015","MANHATTAN","292"
"03/27/2018","MANHATTAN","313"
"03/02/2020","MANHATTAN","304"
"01/06/2017","MANHATTAN","290"
"02/26/2010","(null)","1"
"01/16/2013","QUEENS","253"
"11/05/2021","STATEN ISLAND","61"
"01/15/2014","MANHATTAN","355"
"12/28/2022","BROOKLYN","389"
"05/16/2010","QUEENS","234"
"10/17/1993","MANHATTAN","1"
"07/25/2018","STATEN ISLAND","72"
"05/02/2020","MANHATTAN","195"
"12/28/2016","STATEN ISLAND","36"
"12/02/2014","BROOKLYN","352"
"05/05/2013","BROOKLYN","409"
"03/11/2021","STATEN ISLAND","53"
"02/25/2009","BRONX","329"
"02/28/2006","STATEN ISLAND","71"
"11/11/2014","MANHATTAN","306"
"05/04/2024","MANHATTAN","398"
"05/10/2020","BRONX","228"
"09/09/2023","MANHATTAN","373"
"03/12/2006","MANHATTAN","282"
"05/12/2022","QUEENS","342"
"08/31/2014","BRONX","269"
"02/15/2001","BROOKLYN","1"
"05/01/2018","MANHATTAN","383"
"03/28/2012","MANHATTAN","361"
"10/31/2014","MANHATTAN","341"
"01/06/2013","BROOKLYN","336"
"08/28/2011","BRONX","190"
"08/05/2019","BROOKLYN","360"
"10/23/2024","BRONX","375"
"08/18/2011","BROOKLYN","372"
"11/09/2018","QUEENS","274"
"09/26/2024","STATEN ISLAND","58"
"04/13/2010","BRONX","348"
"11/01/2013","STATEN ISLAND","103"
"08/24/2022","MANHATTAN","423"
"11/19/2009","MANHATTAN","371"
"12/15/2017","QUEENS","236"
"04/19/2002","MANHATTAN","1"
"03/01/2020","MANHATTAN","313"
"12/21/2005","QUEENS","18"
"12/22/2014","BROOKLYN","317"
"08/16/2007","QUEENS","292"
"09/12/2019","STATEN ISLAND","50"
"08/18/2020","MANHATTAN","291"
"08/11/2016","STATEN ISLAND","72"
"02/01/1966","STATEN ISLAND","1"
"04/20/2003","MANHATTAN","1"
"05/09/2016","MANHATTAN","326"
"01/02/2015","STATEN ISLAND","46"
"03/12/2016","BRONX","283"
"08/08/2011","MANHATTAN","301"
"01/07/2024","STATEN ISLAND","60"
"11/14/2013","BRONX","311"
"06/16/2022","(null)","2"
"10/17/2010","MANHATTAN","312"
"09/13/2006","BROOKLYN","443"
"10/03/2011","MANHATTAN","287"
"12/19/2022","MANHATTAN","302"
"02/08/2020","BRONX","263"
"12/13/2022","QUEENS","309"
"04/29/2021","BRONX","243"
"03/07/2013","QUEENS","228"
"12/21/2023","MANHATTAN","371"
"02/20/1994","BRONX","1"
"04/06/2006","QUEENS","319"
"01/25/2011","BROOKLYN","373"
"06/30/2012","QUEENS","262"
"11/04/2017","BRONX","261"
"07/13/2014","MANHATTAN","266"
"10/26/2022","QUEENS","381"
"12/06/2017","STATEN ISLAND","64"
"01/20/2014","MANHATTAN","252"
"05/25/2009","QUEENS","269"
"03/17/2015","BROOKLYN","397"
"06/18/2001","QUEENS","2"
"11/27/2022","QUEENS","298"
"03/14/2012","STATEN ISLAND","74"
"05/05/2021","BROOKLYN","338"
"08/01/2010","BROOKLYN","490"
"01/19/2021","MANHATTAN","303"
"10/25/2019","MANHATTAN","389"
"04/08/2020","QUEENS","198"
"05/03/2015","MANHATTAN","281"
"01/18/2020","BRONX","240"
"11/28/2017","BROOKLYN","404"
"04/20/2007","BRONX","397"
"02/17/2008","MANHATTAN","270"
"01/26/2008","MANHATTAN","355"
"08/08/2002","QUEENS","1"
"08/31/2005","QUEENS","7"
