"CMPLNT_FR_DT","BORO_NM","count"
"09/03/2009","QUEENS","267"
"02/09/2007","BROOKLYN","385"
"02/14/2008","MANHATTAN","327"
"05/10/2005","QUEENS","3"
"10/13/2021","BRONX","281"
"04/12/2018","MANHATTAN","343"
"02/11/2021","QUEENS","209"
"12/30/2008","QUEENS","221"
"05/08/2016","STATEN ISLAND","58"
"02/10/2011","BROOKLYN","410"
"09/11/2016","QUEENS","256"
"03/14/2024","STATEN ISLAND","78"
"11/09/2008","(null)","35"
"07/02/2023","BRONX","294"
"07/15/2019","BROOKLYN","436"
"02/28/2023","(null)","4"
"04/02/2005","QUEENS","2"
"10/19/2021","MANHATTAN","349"
"08/27/2015","QUEENS","231"
"07/05/2014","BRONX","324"
"07/24/2010","BRONX","335"
"05/14/2018","STATEN ISLAND","80"
"05/07/2014","MANHATTAN","366"
"06/20/2024","STATEN ISLAND","86"
"08/06/2019","MANHATTAN","328"
"10/18/2016","BRONX","344"
"05/26/2020","MANHATTAN","229"
"03/03/2001","BROOKLYN","1"
"01/10/2014","MANHATTAN","363"
"06/25/2008","BROOKLYN","474"
"07/01/2008","STATEN ISLAND","107"
"06/30/1998","BROOKLYN","1"
"08/04/2015","BRONX","353"
"04/16/2019","STATEN ISLAND","52"
"03/07/2014","BRONX","328"
"08/14/2012","STATEN ISLAND","63"
"02/19/1968","BRONX","1"
"08/12/2009","STATEN ISLAND","48"
"07/08/2024","STATEN ISLAND","52"
"06/21/2005","BROOKLYN","3"
"07/01/1990","MANHATTAN","1"
"02/28/2019","STATEN ISLAND","55"
"11/04/2022","(null)","2"
"05/18/2021","BROOKLYN","328"
"07/17/2007","MANHATTAN","363"
"12/08/2016","MANHATTAN","342"
"09/26/2008","MANHATTAN","355"
"04/30/2020","BROOKLYN","238"
"09/28/2021","(null)","3"
"02/07/1985","STATEN ISLAND","1"
"03/28/2024","BRONX","281"
"12/02/2005","MANHATTAN","26"
"09/19/1973","STATEN ISLAND","1"
"05/01/2016","BROOKLYN","397"
"06/26/2006","BRONX","348"
"01/25/2019","BRONX","288"
"05/28/2017","BROOKLYN","379"
"04/21/2017","QUEENS","248"
"06/11/2008","STATEN ISLAND","93"
"01/31/1998","STATEN ISLAND","1"
"04/08/2023","MANHATTAN","327"
"11/30/2004","MANHATTAN","2"
"09/23/2016","BRONX","308"
"11/27/2023","STATEN ISLAND","69"
"01/11/2022","(null)","3"
"03/14/2010","(null)","1"
"11/07/2020","STATEN ISLAND","49"
"05/27/2014","MANHATTAN","323"
"03/25/2017","MANHATTAN","298"
"08/12/2005","MANHATTAN","1"
"11/13/2002","QUEENS","1"
"08/28/2016","BROOKLYN","460"
"01/01/2016","BRONX","478"
"09/05/2017","MANHATTAN","335"
"03/15/2012","BRONX","334"
"11/13/2024","MANHATTAN","433"
"12/25/2010","BRONX","166"
"11/19/2023","STATEN ISLAND","61"
"02/01/2019","BRONX","277"
"07/19/2024","STATEN ISLAND","50"
"05/27/2022","QUEENS","292"
"10/20/2022","(null)","3"
"09/26/2015","STATEN ISLAND","77"
"04/28/2019","MANHATTAN","263"
"07/22/2000","BRONX","1"
"07/30/2022","STATEN ISLAND","78"
"10/19/2023","(null)","1"
"12/22/2010","STATEN ISLAND","52"
"10/14/2017","BRONX","269"
"08/29/2009","QUEENS","277"
"07/23/2009","MANHATTAN","333"
"02/11/2008","STATEN ISLAND","67"
"09/04/2015","BRONX","351"
"08/16/2006","BROOKLYN","489"
"12/18/2000","BRONX","1"
"06/11/2020","MANHATTAN","223"
"10/12/2022","(null)","1"
"08/12/2007","STATEN ISLAND","64"
"01/28/2009","(null)","1"
"08/25/2009","QUEENS","307"
"11/09/2009","STATEN ISLAND","58"
"10/17/2016","STATEN ISLAND","65"
"06/04/2021","(null)","4"
"09/24/2007","MANHATTAN","328"
"11/12/2011","BROOKLYN","404"
"12/01/2010","BROOKLYN","450"
"08/17/2019","STATEN ISLAND","50"
"11/19/2007","STATEN ISLAND","50"
"05/05/2016","BRONX","292"
"10/22/2002","BROOKLYN","1"
"01/02/2009","MANHATTAN","290"
"04/30/2024","BRONX","298"
"02/03/2012","BROOKLYN","429"
"05/27/2018","BROOKLYN","372"
"02/18/2015","MANHATTAN","280"
"09/02/2021","BRONX","214"
"11/01/2008","(null)","46"
"10/18/2000","BROOKLYN","1"
"07/15/2023","BROOKLYN","442"
"08/21/2023","STATEN ISLAND","50"
"05/21/2020","QUEENS","251"
"12/30/2022","QUEENS","332"
"08/02/2016","MANHATTAN","315"
"12/24/2008","QUEENS","206"
"11/05/2024","MANHATTAN","393"
"12/11/2024","(null)","9"
"04/24/2022","BROOKLYN","351"
"01/04/2016","QUEENS","213"
"04/18/2009","QUEENS","295"
"10/18/1998","BRONX","1"
"12/01/2001","QUEENS","1"
"02/03/2005","MANHATTAN","6"
"07/23/2018","MANHATTAN","318"
"07/29/2009","STATEN ISLAND","43"
"03/04/2006","MANHATTAN","310"
"04/28/2015","STATEN ISLAND","56"
"06/24/2020","BRONX","264"
"07/17/2010","BROOKLYN","457"
"11/03/2019","QUEENS","241"
"08/08/2008","STATEN ISLAND","72"
"05/01/2014","STATEN ISLAND","99"
"01/08/2007","MANHATTAN","326"
"03/23/2007","QUEENS","306"
"05/22/2020","BROOKLYN","355"
"05/03/2014","MANHATTAN","312"
"06/16/2014","STATEN ISLAND","61"
"01/07/2020","QUEENS","239"
"03/08/2015","BRONX","223"
"08/03/2011","BROOKLYN","459"
"09/04/2012","BROOKLYN","413"
"11/29/2019","QUEENS","249"
"05/11/2011","MANHATTAN","367"
"07/28/2014","BROOKLYN","463"
"09/01/2022","MANHATTAN","460"
"08/12/2014","BRONX","342"
"06/04/2007","STATEN ISLAND","69"
"05/20/2024","(null)","3"
"05/03/2004","BROOKLYN","1"
"06/28/2022","STATEN ISLAND","65"
"12/02/1909","BROOKLYN","1"
"10/29/2018","STATEN ISLAND","60"
"08/14/2010","BRONX","333"
"02/10/2012","QUEENS","303"
"04/08/2011","BROOKLYN","470"
"06/14/2006","BRONX","357"
"10/11/2023","BROOKLYN","443"
"02/02/2009","STATEN ISLAND","68"
"11/14/2021","BRONX","258"
"06/06/2007","MANHATTAN","369"
"02/01/2016","MANHATTAN","315"
"10/26/2024","QUEENS","346"
"10/13/2022","MANHATTAN","372"
"12/10/2010","STATEN ISLAND","81"
"06/05/2006","MANHATTAN","350"
"06/21/2022","STATEN ISLAND","52"
"12/03/2020","BROOKLYN","337"
"03/28/2021","BROOKLYN","252"
"08/20/2016","BROOKLYN","454"
"08/13/2010","(null)","1"
"02/16/2008","BROOKLYN","390"
"08/08/2015","BROOKLYN","438"
"10/26/2003","BROOKLYN","1"
"10/30/2004","BROOKLYN","2"
"05/09/2017","BRONX","307"
"11/10/2017","STATEN ISLAND","37"
"04/21/2020","BRONX","203"
"11/14/2016","BRONX","263"
"07/24/2020","BROOKLYN","314"
"11/10/2022","QUEENS","360"
"08/01/2011","BRONX","323"
"07/03/2021","BROOKLYN","353"
"09/04/2001","MANHATTAN","1"
"04/14/2012","MANHATTAN","314"
"05/06/2023","(null)","1"
"05/12/2022","STATEN ISLAND","81"
"05/20/2018","STATEN ISLAND","53"
"07/04/2005","STATEN ISLAND","1"
"12/08/2012","MANHATTAN","381"
"12/28/2003","MANHATTAN","1"
"02/19/2006","QUEENS","239"
"05/08/2013","BRONX","304"
"12/19/2021","STATEN ISLAND","42"
"11/23/2019","BROOKLYN","321"
"12/26/2011","MANHATTAN","236"
"06/02/2024","QUEENS","400"
"03/10/2001","QUEENS","2"
"08/18/2013","BRONX","309"
"09/07/2023","QUEENS","356"
"07/24/2023","BRONX","326"
"09/01/2017","STATEN ISLAND","76"
"08/17/2014","QUEENS","266"
"12/07/2017","BRONX","257"
"08/16/1951","QUEENS","1"
"03/01/2010","MANHATTAN","362"
"06/11/2022","STATEN ISLAND","43"
"12/27/2016","QUEENS","232"
"12/01/2009","MANHATTAN","377"
"06/12/2010","MANHATTAN","355"
"02/08/2014","STATEN ISLAND","50"
"09/22/2020","QUEENS","241"
"08/03/2005","MANHATTAN","7"
"11/20/2024","QUEENS","347"
"12/01/2021","QUEENS","426"
"06/08/2024","STATEN ISLAND","50"
"03/19/2006","BRONX","226"
"09/12/2010","STATEN ISLAND","66"
"03/02/2015","STATEN ISLAND","62"
"02/12/2018","BROOKLYN","347"
"12/03/2021","(null)","1"
"09/23/2022","STATEN ISLAND","84"
"09/12/2014","BROOKLYN","436"
"03/24/2012","BROOKLYN","431"
"01/20/2017","STATEN ISLAND","75"
"07/19/2002","BROOKLYN","1"
"09/27/2022","(null)","3"
"04/03/2017","BROOKLYN","384"
"09/26/2005","QUEENS","3"
"03/24/2017","BRONX","295"
"07/01/2015","QUEENS","384"
"05/04/2012","MANHATTAN","379"
"04/14/2022","BROOKLYN","450"
"05/24/2023","BROOKLYN","394"
"01/12/2009","STATEN ISLAND","57"
"10/06/2016","STATEN ISLAND","76"
"07/15/2014","BROOKLYN","422"
"05/14/2008","BRONX","352"
"12/08/2014","STATEN ISLAND","62"
"05/06/2009","BRONX","311"
"05/12/2022","(null)","2"
"05/27/2017","BROOKLYN","413"
"08/29/2022","MANHATTAN","389"
"05/24/2008","QUEENS","267"
"01/27/2010","BRONX","326"
"02/09/2016","BRONX","233"
"04/20/2021","(null)","5"
"06/29/2017","STATEN ISLAND","61"
"03/12/2017","STATEN ISLAND","60"
"06/25/2007","BRONX","287"
"10/28/2007","(null)","1"
"02/14/2013","BRONX","257"
"07/28/2024","BRONX","374"
"03/05/2021","BRONX","264"
"09/15/2008","STATEN ISLAND","74"
"03/17/2013","BROOKLYN","352"
"05/09/2019","BRONX","256"
"12/19/1997","STATEN ISLAND","1"
"02/10/2014","BROOKLYN","357"
"10/28/2005","QUEENS","7"
"03/08/2020","BROOKLYN","323"
"12/13/2010","QUEENS","248"
"03/14/2014","QUEENS","299"
"11/02/2014","STATEN ISLAND","61"
"07/17/2023","BRONX","314"
"08/25/2012","BRONX","332"
"12/23/2024","QUEENS","298"
"06/11/1993","BRONX","1"
"04/24/2008","QUEENS","242"
"11/23/2011","QUEENS","305"
"02/16/2011","BRONX","349"
"01/26/2021","BRONX","214"
"07/13/2018","QUEENS","234"
"12/12/2015","MANHATTAN","399"
"10/28/2022","BRONX","378"
"09/13/2011","BROOKLYN","401"
"04/11/2016","MANHATTAN","312"
"01/06/1997","MANHATTAN","1"
"12/02/2019","BROOKLYN","333"
"02/20/2010","BROOKLYN","428"
"01/05/2019","MANHATTAN","248"
"01/01/1961","MANHATTAN","1"
"03/04/2018","QUEENS","217"
"12/24/2005","STATEN ISLAND","2"
"02/18/2004","STATEN ISLAND","1"
"08/17/2020","STATEN ISLAND","60"
"05/30/2000","BRONX","1"
"02/10/2019","BROOKLYN","325"
"11/11/2023","QUEENS","325"
"10/24/2021","STATEN ISLAND","55"
"01/27/2014","STATEN ISLAND","45"
"11/04/2013","QUEENS","273"
"12/03/2013","BRONX","274"
"10/04/2024","STATEN ISLAND","67"
"01/30/2005","BROOKLYN","3"
"04/20/2006","BRONX","296"
"06/26/2020","MANHATTAN","280"
"04/12/2011","BROOKLYN","400"
"11/21/2016","MANHATTAN","250"
"03/16/2022","(null)","2"
"10/09/2019","STATEN ISLAND","47"
"03/24/2011","MANHATTAN","315"
"01/23/2022","BROOKLYN","331"
"06/22/2021","MANHATTAN","304"
"12/25/2010","QUEENS","176"
"01/03/2004","MANHATTAN","1"
"01/22/2013","STATEN ISLAND","47"
"04/06/2021","QUEENS","254"
"10/20/2012","STATEN ISLAND","85"
"03/04/2002","BROOKLYN","1"
"06/02/1900","BRONX","1"
"04/12/2024","STATEN ISLAND","83"
"07/23/2009","STATEN ISLAND","52"
"12/01/2019","BROOKLYN","378"
"12/05/2013","BROOKLYN","479"
"01/21/2005","BRONX","1"
"12/17/2016","MANHATTAN","290"
"11/03/2018","MANHATTAN","265"
"01/01/2012","BROOKLYN","679"
"08/09/2020","STATEN ISLAND","51"
"09/25/2013","QUEENS","265"
"01/06/2008","MANHATTAN","285"
"09/24/2008","BRONX","326"
"08/30/2002","BROOKLYN","1"
"11/27/2005","STATEN ISLAND","4"
"11/22/2012","QUEENS","213"
"08/08/2012","MANHATTAN","375"
"04/01/2008","MANHATTAN","419"
"04/01/2008","QUEENS","368"
"02/03/2021","QUEENS","205"
"02/21/2008","QUEENS","264"
"08/16/2001","BRONX","1"
"06/28/2012","QUEENS","273"
"11/07/2024","MANHATTAN","439"
"08/25/2019","BROOKLYN","358"
"07/16/2014","QUEENS","302"
"03/06/2016","STATEN ISLAND","47"
"09/21/2013","BROOKLYN","429"
"11/30/2014","BRONX","266"
"06/26/2005","QUEENS","1"
"03/20/2013","MANHATTAN","314"
"08/14/2022","STATEN ISLAND","56"
"07/31/1992","BRONX","1"
"12/17/2006","BRONX","264"
"12/27/2008","BROOKLYN","404"
"04/01/2022","MANHATTAN","428"
"08/28/2012","BROOKLYN","443"
"05/12/2001","BRONX","2"
"07/07/2024","BRONX","358"
"09/02/2024","QUEENS","345"
"01/12/2004","BROOKLYN","2"
"09/26/2019","BROOKLYN","393"
"06/18/2009","BROOKLYN","372"
"09/08/2017","QUEENS","252"
"12/18/2005","STATEN ISLAND","2"
"04/18/2006","MANHATTAN","346"
"10/18/2021","BROOKLYN","393"
"12/18/2016","BRONX","271"
"06/04/2009","(null)","1"
"11/09/2012","BROOKLYN","400"
"01/25/2008","QUEENS","296"
"09/11/2006","MANHATTAN","344"
"07/14/2022","MANHATTAN","437"
"02/15/2018","STATEN ISLAND","56"
"10/14/2023","BROOKLYN","377"
"12/01/2000","BRONX","5"
"06/14/2013","BROOKLYN","411"
"01/21/2008","MANHATTAN","272"
"08/22/2020","BROOKLYN","379"
"05/01/2011","BROOKLYN","422"
"08/13/2011","MANHATTAN","355"
"12/18/2009","BROOKLYN","362"
"05/10/2007","STATEN ISLAND","81"
"09/18/2012","BROOKLYN","415"
"03/08/2011","BRONX","312"
"06/04/2004","MANHATTAN","1"
"03/02/2009","QUEENS","196"
"05/25/2009","BRONX","252"
"10/07/2023","(null)","1"
"01/25/2011","BRONX","281"
"08/07/2011","QUEENS","292"
"02/12/2008","BRONX","263"
"11/10/2015","QUEENS","274"
"11/29/2018","QUEENS","261"
"12/01/2018","STATEN ISLAND","87"
"05/17/2022","MANHATTAN","408"
"05/28/2010","STATEN ISLAND","84"
"07/31/1993","BRONX","1"
"04/23/2018","BRONX","266"
"11/22/2007","STATEN ISLAND","51"
"06/20/2017","MANHATTAN","381"
"07/02/2017","BRONX","292"
"03/22/2006","QUEENS","290"
"03/16/2021","QUEENS","273"
"01/20/2014","STATEN ISLAND","72"
"01/11/2012","STATEN ISLAND","53"
"06/01/2008","QUEENS","382"
"01/10/2008","QUEENS","320"
"02/01/2016","BROOKLYN","427"
"08/25/2009","BROOKLYN","512"
"10/31/2023","BROOKLYN","448"
"03/21/2013","MANHATTAN","277"
"03/09/2012","QUEENS","285"
"02/18/2022","BRONX","306"
"05/11/2009","BROOKLYN","405"
"04/19/2022","BRONX","287"
"03/28/2016","MANHATTAN","279"
"04/20/2017","BROOKLYN","363"
"02/11/2018","STATEN ISLAND","47"
"08/23/2016","STATEN ISLAND","45"
"05/24/2008","STATEN ISLAND","66"
"02/23/2011","BRONX","268"
"09/03/2006","MANHATTAN","297"
"05/13/2023","BRONX","330"
"11/01/2020","STATEN ISLAND","61"
"07/25/2003","QUEENS","3"
"11/03/2023","BRONX","363"
"05/29/2022","BRONX","294"
"07/07/2011","MANHATTAN","304"
"11/13/2008","QUEENS","239"
"03/17/2017","QUEENS","268"
"07/15/2022","MANHATTAN","428"
"03/17/2020","BRONX","228"
"10/20/2011","BRONX","341"
"04/01/2015","(null)","2"
"06/30/2007","(null)","6"
"04/08/2016","STATEN ISLAND","57"
"03/08/2012","STATEN ISLAND","71"
"10/07/2006","MANHATTAN","347"
"05/18/2009","STATEN ISLAND","63"
"07/20/2013","BROOKLYN","474"
"08/17/2005","QUEENS","3"
"05/13/2008","MANHATTAN","387"
"12/08/2015","BROOKLYN","341"
"04/15/2020","QUEENS","193"
"04/09/2009","BRONX","334"
"08/16/2011","BROOKLYN","411"
"12/30/2016","STATEN ISLAND","55"
"01/21/2014","STATEN ISLAND","37"
"12/27/2022","(null)","3"
"04/28/2013","MANHATTAN","246"
"12/14/2020","STATEN ISLAND","43"
"08/04/2006","STATEN ISLAND","78"
"09/12/2024","STATEN ISLAND","58"
"02/27/2014","QUEENS","242"
"04/15/2021","(null)","2"
"05/13/2012","MANHATTAN","274"
"07/03/2010","BROOKLYN","453"
"01/01/1972","QUEENS","4"
"11/21/2008","MANHATTAN","452"
"12/13/2015","BRONX","284"
"05/25/2019","BRONX","266"
"03/22/2018","QUEENS","202"
"04/14/2010","BRONX","324"
"03/30/2008","STATEN ISLAND","72"
"09/26/2003","QUEENS","1"
"03/22/2018","BRONX","236"
"01/22/2023","BRONX","288"
"12/18/2021","(null)","1"
"07/13/2012","BRONX","311"
"11/06/2014","QUEENS","267"
"04/01/1998","(null)","1"
"03/04/2022","QUEENS","250"
"10/24/2024","MANHATTAN","434"
"12/30/2014","BRONX","196"
"05/09/2012","QUEENS","266"
"04/17/2000","QUEENS","1"
"12/30/1980","MANHATTAN","1"
"07/14/2017","BRONX","278"
"07/03/2014","QUEENS","269"
"05/22/2023","BRONX","356"
"09/27/2012","BROOKLYN","443"
"09/18/2012","(null)","1"
"04/15/2015","BROOKLYN","419"
"05/10/2008","QUEENS","306"
"10/09/2013","BRONX","291"
"10/17/2005","BROOKLYN","4"
"10/27/2013","BRONX","252"
"04/25/2005","STATEN ISLAND","1"
"10/18/2018","BRONX","243"
"01/15/2020","QUEENS","274"
"02/26/2023","BROOKLYN","374"
"02/19/2017","BRONX","261"
"02/23/2019","MANHATTAN","289"
"03/08/2013","STATEN ISLAND","54"
"04/04/2018","STATEN ISLAND","61"
"01/12/2006","STATEN ISLAND","65"
"10/21/2020","STATEN ISLAND","46"
"08/15/2021","QUEENS","308"
"01/17/2011","STATEN ISLAND","45"
"10/06/2014","BROOKLYN","438"
"08/07/2006","STATEN ISLAND","89"
"07/26/2016","QUEENS","283"
"03/14/2000","STATEN ISLAND","1"
"03/30/2007","STATEN ISLAND","69"
"05/05/2009","QUEENS","284"
"04/23/2007","BROOKLYN","439"
"12/02/2020","BRONX","256"
"07/09/2006","MANHATTAN","309"
"11/13/2014","MANHATTAN","272"
"05/02/2008","STATEN ISLAND","76"
"12/05/2006","BRONX","294"
"08/26/2016","BRONX","292"
"10/24/2007","BRONX","318"
"12/13/2021","QUEENS","346"
"02/17/2006","QUEENS","320"
"08/29/2024","BROOKLYN","451"
"01/20/2018","BROOKLYN","357"
"09/11/2004","STATEN ISLAND","1"
"01/05/2005","BROOKLYN","16"
"02/02/2006","STATEN ISLAND","65"
"01/12/2017","BROOKLYN","406"
"10/02/2019","MANHATTAN","343"
"11/22/2021","MANHATTAN","331"
"11/22/2007","MANHATTAN","231"
"06/03/2009","STATEN ISLAND","64"
"02/28/2023","BRONX","240"
"05/04/2017","QUEENS","263"
"09/09/2012","MANHATTAN","286"
"04/17/2020","MANHATTAN","164"
"06/24/2020","BROOKLYN","375"
"07/01/2000","MANHATTAN","4"
"01/19/2018","STATEN ISLAND","58"
"06/03/2011","QUEENS","307"
"10/26/2022","(null)","5"
"01/01/2010","BROOKLYN","799"
"05/16/2014","BROOKLYN","491"
"09/30/2005","STATEN ISLAND","2"
"02/01/1991","BRONX","2"
"11/03/2022","BROOKLYN","459"
"05/24/2012","BROOKLYN","438"
"01/22/2022","MANHATTAN","310"
"06/06/2012","BROOKLYN","489"
"12/20/2010","QUEENS","248"
"03/05/2004","QUEENS","1"
"01/01/2012","BRONX","429"
"02/05/2007","STATEN ISLAND","52"
"05/13/2012","QUEENS","276"
"05/31/2018","BROOKLYN","377"
"11/03/2011","QUEENS","242"
"02/26/2017","MANHATTAN","263"
"01/27/2004","MANHATTAN","1"
"04/21/2016","STATEN ISLAND","57"
"02/25/2010","BRONX","255"
"07/30/1993","MANHATTAN","1"
"10/02/2023","(null)","3"
"08/27/2012","QUEENS","246"
"09/28/2012","BRONX","265"
"04/11/2021","BRONX","202"
"05/28/2014","STATEN ISLAND","73"
"07/15/2012","QUEENS","292"
"11/26/2012","MANHATTAN","273"
"03/24/2007","(null)","2"
"12/22/2008","STATEN ISLAND","62"
"11/17/2015","QUEENS","281"
"03/08/2017","MANHATTAN","318"
"10/31/2024","(null)","3"
"11/12/2015","STATEN ISLAND","53"
"04/28/2024","BRONX","337"
"01/20/2014","QUEENS","231"
"04/06/2009","STATEN ISLAND","64"
"12/12/2003","BROOKLYN","2"
"11/02/2019","MANHATTAN","322"
"06/07/2006","QUEENS","254"
"07/07/2007","BROOKLYN","451"
"08/15/2004","BROOKLYN","3"
"03/14/2021","STATEN ISLAND","49"
"10/09/2021","STATEN ISLAND","65"
"08/06/2011","QUEENS","256"
"07/21/2004","STATEN ISLAND","2"
"11/27/2019","BROOKLYN","369"
"04/07/2009","BRONX","322"
"03/17/2017","STATEN ISLAND","54"
"05/10/2010","MANHATTAN","318"
"02/15/2013","BRONX","298"
"07/15/2007","BRONX","306"
"07/08/2022","MANHATTAN","379"
"11/26/2010","STATEN ISLAND","66"
"04/27/2009","MANHATTAN","334"
"08/09/1024","BRONX","1"
"07/05/2011","QUEENS","290"
"07/14/2017","QUEENS","262"
"09/27/2016","QUEENS","238"
"09/20/2006","STATEN ISLAND","91"
"12/09/2001","MANHATTAN","1"
"04/08/2003","STATEN ISLAND","1"
"11/15/2008","QUEENS","246"
"09/20/2017","BRONX","332"
"03/27/2001","BROOKLYN","1"
"12/23/1999","MANHATTAN","1"
"03/28/2001","BROOKLYN","1"
"05/04/2015","MANHATTAN","258"
"05/31/2019","STATEN ISLAND","49"
"04/27/2008","BROOKLYN","332"
"04/07/2021","BRONX","214"
"10/26/2009","MANHATTAN","332"
"03/13/2011","QUEENS","218"
"01/05/2020","BROOKLYN","308"
"10/31/2019","QUEENS","290"
"08/02/2016","BROOKLYN","395"
"01/01/1970","STATEN ISLAND","1"
"05/09/2022","QUEENS","335"
"12/14/2016","STATEN ISLAND","45"
"01/20/2013","BRONX","232"
"05/14/2015","STATEN ISLAND","67"
"01/03/2019","MANHATTAN","322"
"03/01/2008","MANHATTAN","374"
"10/28/2012","STATEN ISLAND","80"
"11/22/2007","BRONX","190"
"02/15/2007","BRONX","287"
"07/27/2005","MANHATTAN","4"
"06/09/2008","BRONX","258"
"07/19/2023","(null)","5"
"08/12/2024","BROOKLYN","397"
"11/30/2007","BRONX","341"
"10/06/2007","STATEN ISLAND","71"
"06/05/2023","BROOKLYN","434"
"01/20/2022","MANHATTAN","327"
"06/26/2010","BRONX","295"
"05/01/2015","BROOKLYN","563"
"05/18/2021","STATEN ISLAND","51"
"08/03/2011","STATEN ISLAND","60"
"08/02/2013","QUEENS","312"
"10/20/2012","BRONX","360"
"03/07/2003","MANHATTAN","1"
"01/06/2016","MANHATTAN","322"
"01/06/2018","BRONX","226"
"12/28/2008","QUEENS","250"
"04/01/2011","STATEN ISLAND","102"
"11/07/2023","BROOKLYN","408"
"08/08/2024","BRONX","354"
"02/23/2018","MANHATTAN","328"
"03/31/2005","BROOKLYN","2"
"01/20/1966","BRONX","2"
"04/28/2016","BRONX","280"
"09/10/2023","QUEENS","350"
"02/01/2022","(null)","1"
"07/19/2011","QUEENS","259"
"09/26/2018","STATEN ISLAND","56"
"10/13/2014","BRONX","260"
"01/16/2004","QUEENS","2"
"08/27/2016","BRONX","272"
"12/29/2004","BRONX","1"
"02/09/2014","STATEN ISLAND","50"
"10/07/2005","BRONX","2"
"07/25/2018","BRONX","264"
"05/18/2023","STATEN ISLAND","61"
"01/08/2012","BROOKLYN","355"
"06/11/2007","QUEENS","308"
"12/20/2021","BRONX","247"
"09/13/2015","MANHATTAN","287"
"05/16/2011","QUEENS","261"
"07/31/2007","BROOKLYN","471"
"03/30/2018","BRONX","285"
"09/22/1968","BROOKLYN","1"
"04/07/2016","BROOKLYN","382"
"02/14/2020","BRONX","306"
"08/04/2018","MANHATTAN","313"
"09/18/2021","MANHATTAN","342"
"01/13/2018","BROOKLYN","384"
"10/21/2018","STATEN ISLAND","57"
"08/21/2011","STATEN ISLAND","59"
"12/22/2000","MANHATTAN","1"
"09/29/2022","STATEN ISLAND","57"
"06/11/2020","BROOKLYN","291"
"03/04/2003","BROOKLYN","3"
"06/04/2018","QUEENS","255"
"09/20/2019","QUEENS","282"
"02/16/2018","BROOKLYN","373"
"07/02/2017","QUEENS","258"
"06/26/2022","STATEN ISLAND","66"
"11/08/2021","BRONX","301"
"05/13/2016","MANHATTAN","306"
"02/24/2020","BROOKLYN","356"
"09/20/2013","BRONX","351"
"03/03/2021","BROOKLYN","379"
"04/01/2004","MANHATTAN","14"
"02/11/2009","QUEENS","296"
"07/29/2005","BROOKLYN","4"
"05/01/2008","MANHATTAN","403"
"03/05/2011","MANHATTAN","337"
"10/04/2020","BRONX","208"
"01/28/2002","MANHATTAN","2"
"11/17/2002","BROOKLYN","1"
"07/07/2023","MANHATTAN","395"
"08/05/2021","QUEENS","296"
"02/28/2019","MANHATTAN","286"
"09/28/2015","MANHATTAN","300"
"04/18/2013","STATEN ISLAND","67"
"02/17/2006","BROOKLYN","503"
"04/25/2008","BRONX","360"
"10/17/2017","QUEENS","246"
"06/17/2008","STATEN ISLAND","79"
"05/01/2013","BROOKLYN","566"
"03/03/2010","BRONX","319"
"03/03/2018","MANHATTAN","302"
"09/23/2018","QUEENS","244"
"06/04/2022","STATEN ISLAND","66"
"02/07/2022","BROOKLYN","340"
"12/28/2021","QUEENS","247"
"07/31/2010","QUEENS","279"
"07/16/2011","STATEN ISLAND","80"
"09/02/1987","BROOKLYN","1"
"12/03/2010","BROOKLYN","464"
"10/06/2013","BROOKLYN","448"
"09/05/2005","MANHATTAN","4"
"02/27/2024","STATEN ISLAND","74"
"02/06/2019","BROOKLYN","337"
"12/20/2019","(null)","1"
"09/07/2022","STATEN ISLAND","64"
"10/16/2023","BROOKLYN","442"
"12/05/2020","STATEN ISLAND","49"
"09/18/2020","BRONX","256"
"02/28/2019","(null)","1"
"11/24/2021","QUEENS","304"
"04/05/2011","BRONX","331"
"07/23/2019","MANHATTAN","346"
"09/01/2015","QUEENS","380"
"12/25/2021","MANHATTAN","169"
"03/02/2016","BROOKLYN","380"
"10/23/2003","BRONX","1"
"08/15/2005","BROOKLYN","11"
"08/21/2007","MANHATTAN","310"
"06/28/2020","BRONX","218"
"11/28/2016","QUEENS","230"
"09/21/2024","MANHATTAN","391"
"09/02/2005","STATEN ISLAND","3"
"12/31/2005","MANHATTAN","144"
"02/13/2008","QUEENS","234"
"02/07/2016","BROOKLYN","344"
"01/12/2023","QUEENS","324"
"02/08/2020","STATEN ISLAND","55"
"01/15/2006","MANHATTAN","282"
"09/15/2024","BRONX","373"
"04/09/2004","BRONX","1"
"12/22/2017","BRONX","287"
"12/30/1999","BROOKLYN","1"
"03/29/1988","MANHATTAN","1"
"01/02/2003","STATEN ISLAND","1"
"07/31/2016","STATEN ISLAND","49"
"06/26/2019","MANHATTAN","399"
"12/20/2023","(null)","1"
"10/20/2011","QUEENS","292"
"08/09/2023","MANHATTAN","412"
"01/02/2024","STATEN ISLAND","73"
"11/10/2007","(null)","1"
"02/15/2015","BROOKLYN","316"
"04/14/2000","BROOKLYN","2"
"11/26/2017","BRONX","275"
"12/28/2011","QUEENS","240"
